,description.sold_price,description.lot_sqft,description.sqft,description.beds,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,city_mean,city_median,age,description.type_apartment,description.type_condo,description.type_condo_townhome_rowhome_coop,description.type_condos,description.type_duplex_triplex,description.type_land,description.type_mobile,description.type_multi_family,description.type_other,description.type_single_family,description.type_townhomes
5837,775000.0,8712.0,2347.0,5.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,514598.87434555,495000.0,49,0,0,0,0,0,0,0,1,0,0,0
5838,355000.0,6399.0,1378.0,4.0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,514598.87434555,495000.0,46,0,0,0,0,0,0,0,0,0,1,0
5839,245000.0,2444.0,755.0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,514598.87434555,495000.0,48,0,0,0,1,0,0,0,0,0,0,0
5840,454000.0,7266.0,1139.0,4.0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,514598.87434555,495000.0,52,0,0,0,0,0,0,0,0,0,1,0
5841,445000.0,6098.0,1209.0,3.0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,514598.87434555,495000.0,35,0,0,0,0,0,0,0,0,0,1,0
5842,412000.0,5767.0,1235.0,3.0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,399000.0,412000.0,35,0,0,0,0,0,0,0,0,0,1,0
5843,800000.0,7200.0,1984.0,2.0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,514598.87434555,495000.0,74,0,0,0,0,0,0,0,0,0,1,0
5844,495000.0,11678.0,1764.0,4.0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,514598.87434555,495000.0,60,0,0,0,0,0,0,0,1,0,0,0
5845,562000.0,7405.0,1516.0,3.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,514598.87434555,495000.0,71,0,0,0,0,0,0,0,0,0,1,0
5846,900000.0,7623.0,4097.0,5.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,514598.87434555,495000.0,22,0,0,0,0,0,0,0,0,0,1,0
5847,505000.0,8799.0,1579.0,4.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,514598.87434555,495000.0,46,0,0,0,0,0,0,0,0,0,1,0
5848,527000.0,5776.0,1815.0,2.0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,514598.87434555,495000.0,20,0,0,0,0,0,0,0,0,0,1,0
5849,527500.0,2178.0,1072.0,2.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,514598.87434555,495000.0,52,0,0,0,0,0,0,0,0,0,1,0
5850,689000.0,5998.0,1781.0,4.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,514598.87434555,495000.0,74,0,0,0,0,0,0,0,0,0,1,0
5852,392000.0,4953.0,1131.0,3.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,514598.87434555,495000.0,39,0,0,0,0,0,0,0,0,0,1,0
5853,469000.0,6425.0,1519.0,4.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,514598.87434555,495000.0,45,0,0,0,0,0,0,0,0,0,1,0
5854,235000.0,6098.0,1584.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,241920.053475936,245000.0,84,0,0,0,0,0,0,0,0,0,1,0
5855,275000.0,22651.0,1040.0,3.0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,241920.053475936,245000.0,62,0,0,0,0,0,0,0,0,0,1,0
5856,220000.0,6098.0,1428.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220000.0,220000.0,51,0,0,0,0,0,0,0,0,0,1,0
5857,320000.0,5227.0,1980.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,241920.053475936,245000.0,74,0,0,0,0,0,0,0,1,0,0,0
5858,178000.0,436.0,1050.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,241920.053475936,245000.0,35,0,0,0,1,0,0,0,0,0,0,0
5859,245000.0,6098.0,1040.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,47,0,0,0,0,0,0,0,0,0,1,0
5860,185000.0,436.0,1540.0,2.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,241920.053475936,245000.0,40,0,0,0,1,0,0,0,0,0,0,0
5862,365000.0,3920.0,1608.0,5.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,241920.053475936,245000.0,94,0,0,0,0,0,0,0,0,0,1,0
5864,277875.0,6534.0,1632.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,241920.053475936,245000.0,94,0,0,0,0,0,0,0,0,0,1,0
5865,326000.0,14375.0,1920.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,69,0,0,0,0,0,0,0,0,0,1,0
5866,115000.0,139043520.0,1848.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,120,0,0,0,0,0,0,0,1,0,0,0
5867,270000.0,13504.0,1296.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462666.666666667,519000.0,72,0,0,0,0,0,0,0,0,0,1,0
5868,295000.0,14810.0,1290.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,295000.0,295000.0,68,0,0,0,0,0,0,0,0,0,1,0
5869,350000.0,2178.0,2850.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,124,0,0,0,0,0,0,0,1,0,0,0
5870,247000.0,3920.0,1780.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,241920.053475936,245000.0,104,0,0,0,0,0,0,0,0,0,1,0
5871,235000.0,1307.0,2000.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,154,0,0,0,0,0,0,0,0,0,0,1
5872,144815.0,26572.0,1359.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,73,0,0,0,0,0,0,0,0,0,1,0
5873,255000.0,5227.0,1398.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,85,0,0,0,0,0,0,0,0,0,1,0
5874,283500.0,6098.0,1020.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,71,0,0,0,0,0,0,0,0,0,1,0
5876,293500.0,8712.0,1140.0,3.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,52,0,0,0,0,0,0,0,0,0,1,0
5877,205000.0,3485.0,3120.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,241920.053475936,245000.0,119,0,0,0,0,0,0,0,1,0,0,0
5878,330000.0,1307.0,2160.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,241920.053475936,245000.0,169,0,0,0,0,0,0,0,1,0,0,0
5879,259000.0,11761.0,1448.0,2.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,241920.053475936,245000.0,74,0,0,0,0,0,0,0,0,0,1,0
5880,240300.0,5227.0,1102.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,241920.053475936,245000.0,74,0,0,0,0,0,0,0,0,0,1,0
5881,599000.0,43560.0,4124.0,6.0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462666.666666667,519000.0,134,0,0,0,0,0,0,0,0,0,1,0
5882,271000.0,7405.0,1000.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,241920.053475936,245000.0,59,0,0,0,0,0,0,0,0,0,1,0
5883,168000.0,3485.0,1716.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,74,0,0,0,0,0,0,0,1,0,0,0
5884,220000.0,4356.0,1560.0,4.0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,94,0,0,0,0,0,0,0,0,0,1,0
5885,347000.0,4792.0,2226.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,241920.053475936,245000.0,119,0,0,0,0,0,0,0,1,0,0,0
5886,519000.0,9148.0,2274.0,2.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,462666.666666667,519000.0,24,0,0,0,0,0,0,0,0,0,1,0
5887,300000.0,56628.0,1750.0,4.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,241920.053475936,245000.0,62,0,0,0,0,0,0,0,0,0,1,0
5889,200000.0,7405.0,1061.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,22,0,0,0,0,0,0,0,0,0,1,0
5890,152500.0,2614.0,884.0,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,241920.053475936,245000.0,99,0,0,0,0,0,0,0,0,0,1,0
5892,185000.0,1742.0,2400.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241920.053475936,245000.0,134,0,0,0,0,0,0,0,1,0,0,0
5893,255900.0,4356.0,1840.0,3.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,241920.053475936,245000.0,134,0,0,0,0,0,0,0,0,0,1,0
5894,260000.0,12197.0,1177.0,2.0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241920.053475936,245000.0,71,0,0,0,0,0,0,0,0,0,1,0
5895,375000.0,7841.0,2061.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,241920.053475936,245000.0,48,0,0,0,0,0,0,0,0,0,1,0
5896,165000.0,8233.0,910.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,96,0,0,0,0,0,0,0,0,0,1,0
5897,315000.0,20343.0,1718.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,217558.418367347,213000.0,20,0,0,0,0,0,0,0,0,0,1,0
5898,97000.0,6665.0,1130.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,82,0,0,0,0,0,0,0,0,0,1,0
5899,136000.0,5968.0,1439.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,117,0,0,0,0,0,0,0,0,0,1,0
5900,153000.0,6447.0,804.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,217558.418367347,213000.0,107,0,0,0,0,0,0,0,0,0,1,0
5902,354900.0,26484.0,1558.0,3.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,217558.418367347,213000.0,71,0,0,0,0,0,0,0,0,0,1,0
5904,214000.0,11718.0,1222.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,217558.418367347,213000.0,72,0,0,0,0,0,0,0,0,0,1,0
5905,109000.0,9017.0,720.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,217558.418367347,213000.0,70,0,0,0,0,0,0,0,0,0,1,0
5907,259500.0,14702.0,1083.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,217558.418367347,213000.0,65,0,0,0,0,0,0,0,0,0,1,0
5908,272000.0,8407.0,1377.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,83,0,0,0,0,0,0,0,0,0,1,0
5909,185000.0,8146.0,1005.0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,217558.418367347,213000.0,64,0,0,0,0,0,0,0,0,0,1,0
5910,230000.0,7013.0,1490.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,83,0,0,0,0,0,0,0,0,0,1,0
5911,185000.0,8581.0,864.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,217558.418367347,213000.0,76,0,0,0,0,0,0,0,0,0,1,0
5912,159900.0,6229.0,672.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,75,0,0,0,0,0,0,0,0,0,1,0
5913,69500.0,8015.0,720.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,72,0,0,0,0,0,0,0,0,0,1,0
5914,172000.0,6621.0,1078.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,217558.418367347,213000.0,102,0,0,0,0,0,0,0,0,0,1,0
5915,399900.0,10106.0,1421.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,217558.418367347,213000.0,60,0,0,0,0,0,0,0,0,0,1,0
5917,235000.0,12589.0,1440.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,217558.418367347,213000.0,46,0,0,0,0,0,0,0,1,0,0,0
5918,355000.0,12197.0,3857.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,217558.418367347,213000.0,123,0,0,0,0,0,0,0,0,0,1,0
5919,332500.0,9845.0,1761.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,217558.418367347,213000.0,16,0,0,0,0,0,0,0,0,0,1,0
5920,160000.0,13852.0,857.0,2.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,217558.418367347,213000.0,83,0,0,0,0,0,0,0,0,0,1,0
5921,212000.0,7405.0,978.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,217558.418367347,213000.0,71,0,0,0,0,0,0,0,0,0,1,0
5922,197000.0,11021.0,1911.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,64,0,0,0,0,0,0,0,0,0,1,0
5923,234000.0,15028.0,799.0,3.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,217558.418367347,213000.0,46,0,0,0,0,0,0,0,0,0,1,0
5924,240000.0,14375.0,1034.0,3.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,217558.418367347,213000.0,49,0,0,0,0,0,0,0,0,0,1,0
5925,114000.0,8843.0,1081.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,217558.418367347,213000.0,73,0,0,0,0,0,0,0,0,0,1,0
5926,280000.0,6142.0,1463.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,217558.418367347,213000.0,24,0,0,0,0,0,0,0,0,0,1,0
5927,232000.0,7013.0,768.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,74,0,0,0,0,0,0,0,0,0,1,0
5929,335000.0,6882.0,938.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,217558.418367347,213000.0,113,0,0,0,0,0,0,0,0,0,1,0
5930,379990.0,9714.0,1564.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,2,0,0,0,0,0,0,0,0,0,1,0
5931,245000.0,6621.0,1386.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,217558.418367347,213000.0,84,0,0,0,0,0,0,0,0,0,1,0
5932,172900.0,5401.0,884.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,217558.418367347,213000.0,103,0,0,0,0,0,0,0,0,0,1,0
5933,145000.0,13068.0,875.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217558.418367347,213000.0,63,0,0,0,0,0,0,0,0,0,1,0
5937,335000.0,9583.0,1636.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,217558.418367347,213000.0,78,0,0,0,0,0,0,0,0,0,1,0
5939,61050.0,10890.0,1100.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39134.2592592593,27225.0,58,0,0,0,0,0,0,0,0,0,1,0
5945,62000.0,19166.0,900.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39134.2592592593,27225.0,69,0,0,0,0,0,0,0,0,0,1,0
5946,16500.0,10890.0,800.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39134.2592592593,27225.0,77,0,0,0,0,0,0,0,0,0,1,0
5948,22000.0,10019.0,1800.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000.0,22000.0,94,0,0,0,0,0,0,0,0,0,1,0
5949,27500.0,5663.0,800.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39134.2592592593,27225.0,74,0,0,0,0,0,0,0,0,0,1,0
